data gatherer,Genus,Species,Family,Realm,Kingdom,Phylum,Class,Order,"maximum body size (SVL, HBL, cm)",Source for maximum body size,notes on body size (e.g. type of metric),Trophic position,Source/logic for trophic position,migratory?,source/logic for migration info,dispersal distance category,logic/source for dispersal distance,dispersal type (walking may need to be reworded to something that encaptures slithering),logic/source for dispersal type,cold season dormancy?,source/logic for cold season dormancy,notes for cold season dormancy,hot season dormancy?,source/logic for hot season dormancy,notes for hot season dormancy,highland specialist,source/logic for highland specialist,Pelagic habitat (for marine species),source/logic for pelagic habitat,notes,genus_species,limit_type
Ignacio,Liolaemus,pictus,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,10.4,Meiri 2008,max adult SVL,"insectivore, omnivore",Labra 2012,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,Squamate walking tetrapod,Yes,"Acosta, J. C., Alés, R. G., Blanco, G., Escudero, P. C., & Avila, L. J. (2020). General Ecology of Patagonian Lizards. In Lizards of Patagonia (pp. 293-334). Springer, Cham.",,No,I have found no evidence of aestivation within this species subset,,non-highland specialist,IUCN,NA,terrestrial,NA,Liolaemus_pictus,min
Ignacio,Liolaemus,platei,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,5.44,Meiri 2008,max adult SVL,"insectivore, omnivore",Labra 2012,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,Squamate walking tetrapod,Yes,"Meiri, S., Bauer, A. M., Chirio, L., Colli, G. R., Das, I., Doan, T. M., ... & Van Damme, R. (2013). Are lizards feeling the heat? A tale of ecology and evolution under two temperatures. Global Ecology and Biogeography, 22(7), 834-845.",active during summer,No,I have found no evidence of aestivation within this species subset,,non-highland specialist,IUCN,NA,terrestrial,NA,Liolaemus_platei,min
Ignacio,Liolaemus,poecilochromus,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,7,"Valdecantos, M. S., Arias, F., & Espinoza, R. E. (2012). Herbivory in Liolaemus poecilochromus, a Small, Cold-Climate Lizard from the Andes of Argentina. Copeia, (2), 203.",mean adult SVL,herbivore,Labra 2012,No,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,Squamate walking tetrapod,Yes,"Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.",high latitude and altitude populations in genus tend to hibernate,No,no info - based on climate,,highland specialist,IUCN,NA,terrestrial,NA,Liolaemus_poecilochromus,"max, min"
Ignacio,Liolaemus,pseudoanomalus,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,6.8,Meiri 2008,max adult SVL,"insectivore, omnivore",Labra 2012,No,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,Squamate walking tetrapod,Yes,"Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.",high latitude and altitude populations in genus tend to hibernate,No,no info - based on climate,,highland specialist,IUCN,NA,terrestrial,NA,Liolaemus_pseudoanomalus,"max, min"
Ignacio,Liolaemus,pseudolemniscatus,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,5.27,Meiri 2008,max adult SVL,"insectivore, omnivore",Labra 2012,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,Squamate walking tetrapod,Yes,"Meiri, S., Bauer, A. M., Chirio, L., Colli, G. R., Das, I., Doan, T. M., ... & Van Damme, R. (2013). Are lizards feeling the heat? A tale of ecology and evolution under two temperatures. Global Ecology and Biogeography, 22(7), 834-845.",active during summer,No,I have found no evidence of aestivation within this species subset,,non-highland specialist,IUCN,NA,terrestrial,NA,Liolaemus_pseudolemniscatus,min
Ignacio,Liolaemus,quilmes,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,8.9,Meiri 2008,max adult SVL,"insectivore, omnivore",Labra 2012,No,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1,"Robles, C., & Halloy, M. (2009). Home ranges and reproductive strategies in a neotropical lizard, Liolaemus quilmes (Iguania: Liolaemidae). South American Journal of Herpetology, 4(3), 253-258.",walking,Squamate walking tetrapod,Yes,"Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.",high latitude and altitude populations in genus tend to hibernate,No,no info - based on climate,,highland specialist,IUCN,NA,terrestrial,NA,Liolaemus_quilmes,"max, min"
Ignacio,Liolaemus,riojanus,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,6.23,Meiri 2008,max adult SVL,"insectivore, omnivore",Labra 2012,No,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,Squamate walking tetrapod,Yes,"Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.",high latitude and altitude populations in genus tend to hibernate,No,no info - based on climate,,non-highland specialist,IUCN,NA,terrestrial,NA,Liolaemus_riojanus,"max, min"
Ignacio,Liolaemus,robertmertensi,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,6.3,Meiri 2008,max adult SVL,"insectivore, omnivore",Labra 2012,No,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,Squamate walking tetrapod,Yes,"Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.",high latitude and altitude populations in genus tend to hibernate,No,no info - based on climate,,non-highland specialist,IUCN,NA,terrestrial,NA,Liolaemus_robertmertensi,"max, min"
Ignacio,Liolaemus,rothi,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,10,Meiri 2008,max adult SVL,"insectivore, omnivore",Labra 2012,No,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,Squamate walking tetrapod,Yes,"Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.",high latitude and altitude populations in genus tend to hibernate,No,no info - based on climate,,non-highland specialist,IUCN,NA,terrestrial,NA,Liolaemus_rothi,"max, min"
Ignacio,Liolaemus,salinicola,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,7.7,Meiri 2008,max adult SVL,"insectivore, omnivore",Labra 2012,No,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,Squamate walking tetrapod,Yes,"Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.",high latitude and altitude populations in genus tend to hibernate,No,no info - based on climate,,highland specialist,IUCN,NA,terrestrial,NA,Liolaemus_salinicola,"max, min"
Ignacio,Liolaemus,scapularis,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,7.7,Meiri 2008,max adult SVL,"insectivore, omnivore",Labra 2012,No,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,Squamate walking tetrapod,Yes,"Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.",high latitude and altitude populations in genus tend to hibernate,No,no info - based on climate,,highland specialist,IUCN,NA,terrestrial,NA,Liolaemus_scapularis,"max, min"
Ignacio,Liolaemus,schroederi,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,6.72,Meiri 2008,max adult SVL,"insectivore, omnivore",Labra 2012,non-migratory,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1,"Stellatelli, O. A., Block, C., Moreno-Azócar, D. L., Vega, L. E., Isacch, J. P., & Cruz, F. B. (2016). Scale dependency of Liolaemus lizards’ home range in response to different environmental variables. Current Zoology, 62(6), 521-530.",walking,Squamate walking tetrapod,Yes,"Acosta, J. C., Alés, R. G., Blanco, G., Escudero, P. C., & Avila, L. J. (2020). General Ecology of Patagonian Lizards. In Lizards of Patagonia (pp. 293-334). Springer, Cham.",,No,I have found no evidence of aestivation within this species subset,,non-highland specialist,IUCN,NA,terrestrial,NA,Liolaemus_schroederi,min
Ignacio,Liolaemus,telsen,Iguanidae,Terrestrial,Animalia,Chordata,Reptilia,Squamata,7.5,Meiri 2008,max adult SVL,"insectivore, omnivore",Labra 2012,No,"there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour",0-1,"No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)",walking,Squamate walking tetrapod,Yes,"Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.",high latitude and altitude populations in genus tend to hibernate,No,no info - based on climate,,non-highland specialist,IUCN,NA,terrestrial,NA,Liolaemus_telsen,"max, min"
