"range","sensitivity_type","limit_type","genus_species","source","realm","dormancy","filling_type","filling_value","lat_mp","range_area_km2","edge_type","type","Genus","Species","data_gatherer","habitat_data_gatherer","Kingdom","Phylum","Class","Order","Family","maximum_body_size_SVL_HBL_cm_","Source_for_maximum_body_size","notes_on_body_size_e_g_type_of_metric_","Trophic_position","Source_logic_for_trophic_position","migratory_","source_logic_for_migration_info","dispersal_distance_category","logic_source_for_dispersal_distance","dispersal_ability_category","logic_source_for_dispersal_type","cold_season_dormancy_","source_logic_for_cold_season_dormancy","notes_for_cold_season_dormancy","hot_season_dormancy_","source_logic_for_hot_season_dormancy","notes_for_hot_season_dormancy","highland_specialist","source_logic_for_highland_specialist","coastal_or_oceanic","notes_logic","coastal_or_oceanic_source","upper_depth_limit","lower_depth_limit","usual_range","depth_distribution_source","lower_elevation_limit_meters","upper_elevation_limit_meters","elevational_range_source","pelagic_habitat_for_marine_species","source_logic_for_pelagic_habitat","notes","newly_added","metric","dispersal_distance_continuous","abs_lat_mp","log_maximum_body_size","dispersal_ability_category_general","rr_cells","log_range_area"
"Ambystoma_jeffersonianum_IUCN","acclimatized","tmax","Ambystoma_jeffersonianum","IUCN","Terrestrial","none","warm_under",-7.73535,40.7999245830001,470696,"warm","max","Ambystoma","jeffersonianum","Micky","Sarah","Animalia","Chordata","Amphibia","Caudata","Ambystomatidae",10.4,"Petranka, J. W. (1998). Salamanders of the United States and Canada. Smithsonian Institution Press, Washington and London.",NA,"insectivore","Judd (1957)  Ecology 38:77-81","Non-migratory","salamander migrations are not far enough to affect accuracy of realized range/experienced climate","1-10","Bishops, S. C. 1941. The salamanders of New York. New York State Mudeum Bulletin","walking","salamander","No","no info","","No","no info","","","",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,"ct",10,40.7999245830001,2.34180580614733,"walking",82,4.40671924726425
"Ambystoma_jeffersonianum_IUCN","Te","tmax","Ambystoma_jeffersonianum","IUCN","Terrestrial","none","warm_under",-3.9938163757324,40.7999245830001,470696,"warm","max","Ambystoma","jeffersonianum","Micky","Sarah","Animalia","Chordata","Amphibia","Caudata","Ambystomatidae",10.4,"Petranka, J. W. (1998). Salamanders of the United States and Canada. Smithsonian Institution Press, Washington and London.",NA,"insectivore","Judd (1957)  Ecology 38:77-81","Non-migratory","salamander migrations are not far enough to affect accuracy of realized range/experienced climate","1-10","Bishops, S. C. 1941. The salamanders of New York. New York State Mudeum Bulletin","walking","salamander","No","no info","","No","no info","","","",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,"ct",10,40.7999245830001,2.34180580614733,"walking",82,4.40671924726425
"Ambystoma_macrodactylum_IUCN","acclimatized","tmax","Ambystoma_macrodactylum","IUCN","Terrestrial","cold","warm_under",-4.02412,47.8267179435001,1443399,"warm","max","Ambystoma","macrodactylum","Micky","Sarah","Animalia","Chordata","Amphibia","Caudata","Ambystomatidae",5.5,"Russell, A.P. and G.L. Powell and D.R. Hall. 1996. Growth and age of Alberta long-toed salamanders (Ambystoma macrodactylum krausei): a comparison of two methods of estimation. Canadian Journal of Zoology 74:397äóñ412.","typical adult SVL","insectivore","Anderson (1968) Herpetologica 24(4): 273-284","Non-migratory","salamander migrations are not far enough to affect accuracy of realized range/experienced climate","1-10","Funk, W. C. and Dunlap, W. W. 1999. Colonization of high-elevation lakes by long-toed salamanders (Ambystoma macrodactylum ) after the extinction of introduced trout populations. Can. J. Zool. 77: 1759 -1767","walking","salamander","Yes","Atkinson-Adams, M. R., Price, C. J., Scrimgeour, G. J., & Paszkowski, C. A. (2018). The Canadian Field-Naturalist, 132(2), 168-175.","hibernate","No","no info","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,3050,"IUCN",NA,"terrestrial",NA,NA,"ct",10,47.8267179435001,1.70474809223843,"walking",221,5.39816270151775
"Ambystoma_macrodactylum_IUCN","Te","tmax","Ambystoma_macrodactylum","IUCN","Terrestrial","cold","warm_under",-0.9657783508301,47.8267179435001,1443399,"warm","max","Ambystoma","macrodactylum","Micky","Sarah","Animalia","Chordata","Amphibia","Caudata","Ambystomatidae",5.5,"Russell, A.P. and G.L. Powell and D.R. Hall. 1996. Growth and age of Alberta long-toed salamanders (Ambystoma macrodactylum krausei): a comparison of two methods of estimation. Canadian Journal of Zoology 74:397äóñ412.","typical adult SVL","insectivore","Anderson (1968) Herpetologica 24(4): 273-284","Non-migratory","salamander migrations are not far enough to affect accuracy of realized range/experienced climate","1-10","Funk, W. C. and Dunlap, W. W. 1999. Colonization of high-elevation lakes by long-toed salamanders (Ambystoma macrodactylum ) after the extinction of introduced trout populations. Can. J. Zool. 77: 1759 -1767","walking","salamander","Yes","Atkinson-Adams, M. R., Price, C. J., Scrimgeour, G. J., & Paszkowski, C. A. (2018). The Canadian Field-Naturalist, 132(2), 168-175.","hibernate","No","no info","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,3050,"IUCN",NA,"terrestrial",NA,NA,"ct",10,47.8267179435001,1.70474809223843,"walking",221,5.39816270151775
"Ambystoma_macrodactylum_IUCN","Te_tpreftb","tmax","Ambystoma_macrodactylum","IUCN","Terrestrial","cold","warm_under",-0.9657783508301,47.8267179435001,1443399,"warm","max","Ambystoma","macrodactylum","Micky","Sarah","Animalia","Chordata","Amphibia","Caudata","Ambystomatidae",5.5,"Russell, A.P. and G.L. Powell and D.R. Hall. 1996. Growth and age of Alberta long-toed salamanders (Ambystoma macrodactylum krausei): a comparison of two methods of estimation. Canadian Journal of Zoology 74:397äóñ412.","typical adult SVL","insectivore","Anderson (1968) Herpetologica 24(4): 273-284","Non-migratory","salamander migrations are not far enough to affect accuracy of realized range/experienced climate","1-10","Funk, W. C. and Dunlap, W. W. 1999. Colonization of high-elevation lakes by long-toed salamanders (Ambystoma macrodactylum ) after the extinction of introduced trout populations. Can. J. Zool. 77: 1759 -1767","walking","salamander","Yes","Atkinson-Adams, M. R., Price, C. J., Scrimgeour, G. J., & Paszkowski, C. A. (2018). The Canadian Field-Naturalist, 132(2), 168-175.","hibernate","No","no info","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,3050,"IUCN",NA,"terrestrial",NA,NA,"ct",10,47.8267179435001,1.70474809223843,"walking",221,5.39816270151775
"Ambystoma_maculatum_IUCN","acclimatized","tmax","Ambystoma_maculatum","IUCN","Terrestrial","cold","warm_under",-4.83808999999999,41.229475585,3105942,"warm","max","Ambystoma","maculatum","Micky","Sarah","Animalia","Chordata","Amphibia","Caudata","Ambystomatidae",25,"Petranka, J. W. (1998). Salamanders of the United States and Canada. Smithsonian Institution Press, Washington and London.",NA,"insectivore","Nyman (1991) Journal of Herpetology 25(4): 505-509","Non-migratory","salamander migrations are not far enough to affect accuracy of realized range/experienced climate","0-1","Madison, D. M. 1997. The emigration of radio-implanted spotted salamanders, Ambystoma maculatum . J. Herpetol. 31: 542 -551.","walking","salamander","Yes","Baldauf, R. J. (1952). Copeia, 1952(3), 178-181.","","No","no info","","","",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,"ct",1,41.229475585,3.2188758248682,"walking",406,6.00635315960173
"Ambystoma_maculatum_IUCN","Te","tmax","Ambystoma_maculatum","IUCN","Terrestrial","cold","warm_under",-4.8380966186523,41.229475585,3105942,"warm","max","Ambystoma","maculatum","Micky","Sarah","Animalia","Chordata","Amphibia","Caudata","Ambystomatidae",25,"Petranka, J. W. (1998). Salamanders of the United States and Canada. Smithsonian Institution Press, Washington and London.",NA,"insectivore","Nyman (1991) Journal of Herpetology 25(4): 505-509","Non-migratory","salamander migrations are not far enough to affect accuracy of realized range/experienced climate","0-1","Madison, D. M. 1997. The emigration of radio-implanted spotted salamanders, Ambystoma maculatum . J. Herpetol. 31: 542 -551.","walking","salamander","Yes","Baldauf, R. J. (1952). Copeia, 1952(3), 178-181.","","No","no info","","","",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,"ct",1,41.229475585,3.2188758248682,"walking",406,6.00635315960173
"Ameiva_festiva_GBIF","Te","tmax, tmin","Ameiva_festiva","GBIF","Terrestrial","none","cold_over",13.2270927429199,11.3049943135829,715062,"cold","min","Ameiva","festiva","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Teiidae",88.2,"Meiri 2008","max adult SVL","insectivore","http://eol.org/","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","no info - based on climate","","No","no info - based on climate","","non-highland specialist","Ramírez-Morales, R., Lislevand, T., Retana-Salazar, A., Solhøy, T., & Roth, S. (2012). Ectoparasite loads of the Central American whiptail lizard Ameiva festiva (Squamata: Teiidae). The Herpetological Journal, 22(3), 151-155.",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,1435,"IUCN",NA,"terrestrial","Changed name from Ameiva festiva to Holcosus festivus",NA,NA,1,11.3049943135829,4.47960696301275,"walking",71,4.26267987704132
"Ameiva_festiva_GBIF","Te_tpreftb","tmax, tmin","Ameiva_festiva","GBIF","Terrestrial","none","cold_over",13.2270927429199,11.3049943135829,715062,"cold","min","Ameiva","festiva","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Teiidae",88.2,"Meiri 2008","max adult SVL","insectivore","http://eol.org/","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","no info - based on climate","","No","no info - based on climate","","non-highland specialist","Ramírez-Morales, R., Lislevand, T., Retana-Salazar, A., Solhøy, T., & Roth, S. (2012). Ectoparasite loads of the Central American whiptail lizard Ameiva festiva (Squamata: Teiidae). The Herpetological Journal, 22(3), 151-155.",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,1435,"IUCN",NA,"terrestrial","Changed name from Ameiva festiva to Holcosus festivus",NA,NA,1,11.3049943135829,4.47960696301275,"walking",71,4.26267987704132
"Ameiva_festiva_GBIF","Te","tmax, tmin","Ameiva_festiva","GBIF","Terrestrial","none","warm_over",4.7675094604492,11.3049943135829,715062,"warm","max","Ameiva","festiva","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Teiidae",88.2,"Meiri 2008","max adult SVL","insectivore","http://eol.org/","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","no info - based on climate","","No","no info - based on climate","","non-highland specialist","Ramírez-Morales, R., Lislevand, T., Retana-Salazar, A., Solhøy, T., & Roth, S. (2012). Ectoparasite loads of the Central American whiptail lizard Ameiva festiva (Squamata: Teiidae). The Herpetological Journal, 22(3), 151-155.",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,1435,"IUCN",NA,"terrestrial","Changed name from Ameiva festiva to Holcosus festivus",NA,NA,1,11.3049943135829,4.47960696301275,"walking",71,4.26267987704132
"Ameiva_festiva_GBIF","Te_tpreftb","tmax, tmin","Ameiva_festiva","GBIF","Terrestrial","none","warm_over",4.7675094604492,11.3049943135829,715062,"warm","max","Ameiva","festiva","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Teiidae",88.2,"Meiri 2008","max adult SVL","insectivore","http://eol.org/","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","no info - based on climate","","No","no info - based on climate","","non-highland specialist","Ramírez-Morales, R., Lislevand, T., Retana-Salazar, A., Solhøy, T., & Roth, S. (2012). Ectoparasite loads of the Central American whiptail lizard Ameiva festiva (Squamata: Teiidae). The Herpetological Journal, 22(3), 151-155.",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,1435,"IUCN",NA,"terrestrial","Changed name from Ameiva festiva to Holcosus festivus",NA,NA,1,11.3049943135829,4.47960696301275,"walking",71,4.26267987704132
"Amphibolurus_muricatus_IUCN","Te","tmax, tmin","Amphibolurus_muricatus","IUCN","Terrestrial","cold","cold_over",9.5403687953949,-29.2588498495,595237,"cold","min","Amphibolurus","muricatus","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Agamidae",125,"Meiri 2008","max adult SVL","omnivore","Walton, D. W. Ed. 1987. Fauna of Australia, Volume 1A. Australian Government Publishing Service, Canberra. ISBN 0-644-06055-7","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Warner, D. A., & Shine, R. (2008). Determinants of Dispersal Distance in Freeäó�Ranging Juvenile Lizards. Ethology, 114(4), 361-368.","walking","Squamate walking tetrapod","Yes","Hall, J. M., & Warner, D. A. (2017). Winter Microhabitat Selection and Growth of Jacky Dragons (Amphibolurus muricatus). Copeia, 105(4), 618-625.","""typically become inactive as temperatures cool in May (Autumn) and remain relatively inactive through July (Winter; Harlow and Taylor, 2000).""","No","no info - based on climate and congeners","","non-highland specialist","https://southern-highlands.naturemapr.org/Species/36738",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,NA,1,29.2588498495,4.8283137373023,"walking",73,4.29045944114839
"Amphibolurus_muricatus_IUCN","Te_tpref","tmax, tmin","Amphibolurus_muricatus","IUCN","Terrestrial","cold","cold_over",9.5403687953949,-29.2588498495,595237,"cold","min","Amphibolurus","muricatus","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Agamidae",125,"Meiri 2008","max adult SVL","omnivore","Walton, D. W. Ed. 1987. Fauna of Australia, Volume 1A. Australian Government Publishing Service, Canberra. ISBN 0-644-06055-7","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Warner, D. A., & Shine, R. (2008). Determinants of Dispersal Distance in Freeäó�Ranging Juvenile Lizards. Ethology, 114(4), 361-368.","walking","Squamate walking tetrapod","Yes","Hall, J. M., & Warner, D. A. (2017). Winter Microhabitat Selection and Growth of Jacky Dragons (Amphibolurus muricatus). Copeia, 105(4), 618-625.","""typically become inactive as temperatures cool in May (Autumn) and remain relatively inactive through July (Winter; Harlow and Taylor, 2000).""","No","no info - based on climate and congeners","","non-highland specialist","https://southern-highlands.naturemapr.org/Species/36738",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,NA,1,29.2588498495,4.8283137373023,"walking",73,4.29045944114839
"Amphibolurus_muricatus_IUCN","Te_tpreftb","tmax, tmin","Amphibolurus_muricatus","IUCN","Terrestrial","cold","cold_over",9.5403687953949,-29.2588498495,595237,"cold","min","Amphibolurus","muricatus","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Agamidae",125,"Meiri 2008","max adult SVL","omnivore","Walton, D. W. Ed. 1987. Fauna of Australia, Volume 1A. Australian Government Publishing Service, Canberra. ISBN 0-644-06055-7","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Warner, D. A., & Shine, R. (2008). Determinants of Dispersal Distance in Freeäó�Ranging Juvenile Lizards. Ethology, 114(4), 361-368.","walking","Squamate walking tetrapod","Yes","Hall, J. M., & Warner, D. A. (2017). Winter Microhabitat Selection and Growth of Jacky Dragons (Amphibolurus muricatus). Copeia, 105(4), 618-625.","""typically become inactive as temperatures cool in May (Autumn) and remain relatively inactive through July (Winter; Harlow and Taylor, 2000).""","No","no info - based on climate and congeners","","non-highland specialist","https://southern-highlands.naturemapr.org/Species/36738",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,NA,1,29.2588498495,4.8283137373023,"walking",73,4.29045944114839
