"data gatherer","Genus","Species","Family","Realm","Kingdom","Phylum","Class","Order","maximum body size (SVL, HBL, cm)","Source for maximum body size","Trophic position","Source/logic for trophic position","migratory?","source/logic for migration info","dispersal distance category","logic/source for dispersal distance","dispersal type (walking may need to be reworded to something that encaptures slithering)","logic/source for dispersal type","cold season dormancy?","source/logic for cold season dormancy","hot season dormancy?","source/logic for hot season dormancy","highland specialist","Pelagic habitat (for marine species)","source/logic for highland specialist","notes","origGenus","origSpecies","Terrestriality (available for mammals only; see panTHERIA metadata)","pantheria05Genus","pantheria05Species","pantheria93Genus","pantheria93Species","allPantheriaSynonyms05","pantheriaReferences","binaryName","TRY species number (for plants)","notes on body size (e.g. type of metric)","genus_species","limit_type"
"Ignacio","Urosaurus","auriculatus","Phrynosomatidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","74","Meiri 2008","insectivore","Aspland, K. K. (1964). Seasonal variation in the diet of Urosaurus ornatus in a riparian community.åÊHerpetologica, 91-94.","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking",NA,"No","Only species for which there is evidence of brumation are classified as cold dormants.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urosaurus_auriculatus","max"
"Ignacio","Urosaurus","clarionensis","Phrynosomatidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","60","Meiri 2008","insectivore","Aspland, K. K. (1964). Seasonal variation in the diet of Urosaurus ornatus in a riparian community.åÊHerpetologica, 91-94.","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking",NA,"No","Only species for which there is evidence of brumation are classified as cold dormants.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urosaurus_clarionensis","max"
"Ignacio","Urosaurus","ornatus","Phrynosomatidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","50.87","Meiri 2008","insectivore","Aspland, K. K. (1964). Seasonal variation in the diet of Urosaurus ornatus in a riparian community.åÊHerpetologica, 91-94.","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking",NA,"No","Only species for which there is evidence of brumation are classified as cold dormants.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urosaurus_ornatus","max"
"Ignacio","Uta","stansburiana","Phrynosomatidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","46.17","Meiri 2008","insectivore","Best, Troy L.; A. L. Gennaro (September 1984). ""Feeding Ecology of the Lizard, Uta stansburiana, in Southeastern New Mexico"".åÊJournal of HerpetologyåÊ18åÊ(3): 291‰ÛÒ301.","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking",NA,"No","Only species for which there is evidence of brumation are classified as cold dormants.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uta_stansburiana","max, min"
"Adam A","Acontias","meleagris","Scincidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","27.5","10.1111/j.1466-8238.2008.00414.x","Insectivore","http://eol.org/pages/796060/details","non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","Yes","No info- based on climate","No","No info- based on climate","No",NA,"Based on type locality","This species is fossorial and legless hence ""walking"" may not be an accurate description of its dispersal method, diet classification based on congener",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acontias_meleagris","max"
"Adam A","Anomalopus","brevicollis","Scincidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","8.3","10.1111/j.1466-8238.2008.00414.x","Insectivore",NA,"non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","No info- based on climate","No","No info- based on climate","No",NA,"Based on type locality","This species is fossorial and legless hence ""walking"" may not be an accurate description of its dispersal method",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anomalopus_brevicollis","max"
"Adam A","Anomalopus","leuckartii","Scincidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","13.7","10.1111/j.1466-8238.2008.00414.x","Insectivore",NA,"non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","No info- based on climate","No","No info- based on climate","No",NA,"Based on type locality","This species is fossorial and legless hence ""walking"" may not be an accurate description of its dispersal method",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anomalopus_leuckartii","max"
"Adam A","Bassiana","duperreyi","Scincidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","8","10.1111/j.1466-8238.2008.00414.x","Insectivore",NA,"non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","Yes","No info- based on climate","No","No info- based on climate","No",NA,"Based on range","Bassiana is listed as a synonym for Acritoscincus on Reptile Database",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bassiana_duperreyi","max, min"
"Adam A","Bassiana","platynota","Scincidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","8","10.1111/j.1466-8238.2008.00414.x","Insectivore",NA,"non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","Yes","No info- based on climate","No","No info- based on climate","No",NA,"Based on range","Bassiana is listed as a synonym for Acritoscincus on Reptile Database",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bassiana_platynota","max"
"Adam A","Calyptotis","temporalis","Scincidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","3.6","10.1111/j.1466-8238.2008.00414.x","Insectivore",NA,"non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","No info- based on climate","No","No info- based on climate","No",NA,"Based on range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Calyptotis_temporalis","max"
"Adam A","Carlia","longipes","Scincidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","6.64","10.1111/j.1466-8238.2008.00414.x","Insectivore",NA,"non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","No info- based on congeners","No","No info- based on climate","No",NA,"http://reptile-database.reptarium.cz/species?genus=Carlia&species=longipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carlia_longipes","max"
"Adam A","Carlia","munda","Scincidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","4.4","10.1111/j.1466-8238.2008.00414.x","Insectivore",NA,"non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","No info- based on congeners","No","No info- based on climate","No",NA,"http://www.arod.com.au/arod/reptilia/Squamata/Scincidae/Carlia/munda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carlia_munda","max"
"Adam A","Carlia","pectoralis","Scincidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","6.4","10.1111/j.1466-8238.2008.00414.x","Insectivore",NA,"non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","No info- based on congeners","No","No info- based on climate","No",NA,"Based on range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carlia_pectoralis","max"
"Adam A","Carlia","rhomboidalis","Scincidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","6.1","10.1111/j.1466-8238.2008.00414.x","Insectivore",NA,"non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","No info- based on congeners","No","No info- based on climate","No",NA,"Based on range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carlia_rhomboidalis","max"
"Adam A","Carlia","schmeltzi","Scincidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","6.9","10.1111/j.1466-8238.2008.00414.x","Insectivore",NA,"non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","No info- based on congeners","No","No info- based on climate","No",NA,"Based on range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carlia_schmeltzi","max"
"Adam A","Carlia","vivax","Scincidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","4.7","10.1111/j.1466-8238.2008.00414.x","Insectivore",NA,"non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","No info- based on congeners","No","No info- based on climate","No",NA,"Based on range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carlia_vivax","max"
"Adam A","Cryptoblepharus","litoralis","Scincidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","5.5","10.1111/j.1466-8238.2008.00414.x","Insectivore",NA,"non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","No info- based on congeners","No","No info- based on climate","No",NA,"http://www.arod.com.au/arod/reptilia/Squamata/Scincidae/Cryptoblepharus/litoralis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cryptoblepharus_litoralis","max"
"Adam A","Cryptoblepharus","plagiocephalus","Scincidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","4.7","10.1111/j.1466-8238.2008.00414.x","Insectivore",NA,"non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","No info- based on congeners","No","No info- based on climate","No",NA,"http://www.arod.com.au/arod/reptilia/Squamata/Scincidae/Cryptoblepharus/plagiocephalus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cryptoblepharus_plagiocephalus","max"
"Adam A","Cryptoblepharus","virgatus","Scincidae","Terrestrial","Animalia","Chordata","Reptilia","Squamata","4.1","10.1111/j.1466-8238.2008.00414.x","Insectivore",NA,"non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1km",""" ""","Walking","Squamate walking tetrapod","No","No info- based on congeners","No","No info- based on climate","No",NA,"http://www.arod.com.au/arod/reptilia/Squamata/Scincidae/Cryptoblepharus/virgatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cryptoblepharus_virgatus","max"
