"range","species","source","type","o_cells","u_cells","rr_cells","pr_cells","pol_fill","equ_fill","realm","range_area_km2","lat_mp","ctmax","ctmin","limit_type","metric","Genus","Species","data_gatherer","habitat_data_gatherer","Kingdom","Phylum","Class","Order","Family","maximum_body_size_SVL_HBL_cm_","Source_for_maximum_body_size","notes_on_body_size_e_g_type_of_metric_","Trophic_position","Source_logic_for_trophic_position","migratory_","source_logic_for_migration_info","dispersal_distance_category","logic_source_for_dispersal_distance","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering_","logic_source_for_dispersal_type","cold_season_dormancy_","source_logic_for_cold_season_dormancy","notes_for_cold_season_dormancy","hot_season_dormancy_","source_logic_for_hot_season_dormancy","notes_for_hot_season_dormancy","highland_specialist","source_logic_for_highland_specialist","coastal_or_oceanic","notes_logic","coastal_or_oceanic_source","upper_depth_limit","lower_depth_limit","usual_range","depth_distribution_source","lower_elevation_limit_meters","upper_elevation_limit_meters","elevational_range_source","pelagic_habitat_for_marine_species","source_logic_for_pelagic_habitat","notes","newly_added","log_range_area","log_maximum_body_size","abs_lat_mp","dispersal_distance_continuous","prop_unoccupied"
"Chamaeleo_dilepis_IUCN","Chamaeleo_dilepis","IUCN","Te",12,945,941,1874,0.836601307189543,0.385159010600707,"Terrestrial",11046310,-10.7012248919999,43.6,7.6,"tmax, tmin","ct","Chamaeleo","dilepis","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Chamaeleonidae",8.7,"Meiri 2008","max adult SVL","insectivore","Reaney et al. 2012","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","1-10","O'Donoghue, T. L. (2019). Habitat utilisation of Flap-Necked Chameleons (Chamaeleo dilepis) on the Telperion Nature Reserve, Mpumalanga province, South Africa (Doctoral dissertation).","walking","Squamate walking tetrapod","Yes","O’Donoghue, T. L., Slater, K., & Brown, L. R. (2020). Seasonal habitat utilisation and morphological characteristics of Chamaeleo dilepis on Telperion Nature Reserve, Mpumalanga, South Africa. African Journal of Herpetology, 1-18.","assumed to go into brumination based on absence during cold period","No","no info - based on climate","","non-highland specialist","Based on range",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,2600,"IUCN",NA,"terrestrial",NA,NA,6.84694313958538,2.16332302566054,10.7012248919999,10,0.504268943436499
"Chamaeleo_jacksonii_GBIF","Chamaeleo_jacksonii","GBIF","Te",1,484,18,501,0.031055900621118,0.0531914893617021,"Terrestrial",279437,-1.40502075269033,41,5.3,"tmax, tmin","ct","Chamaeleo","jacksonii","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Chamaeleonidae",38,"S. Spawls, K. Howell, R. Drewes, J. Ashe 2002 Reptiles of East Africa",NA,"insectivore","Kraus & Preston 2016","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Lin, J., & Nelson, C. E. (1980). Comparative Reproductive Biology of Two Sympatric Tropical Lizards Chamaeleo jacksonii BOULENGER and Chamaeleo hoehnelii STEINDACHNER (Sauria: Chamaeleonidae), Amphibia-Reptilia, 1(3), 287-311. doi: https://doi.org/10.1163/156853881X00393","mention of hibernation","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",1500,3200,"IUCN",NA,"terrestrial",NA,NA,2.89037175789616,3.63758615972639,1.40502075269033,1,0.966067864271457
"Clubiona_diversa_GBIF","Clubiona_diversa","GBIF","acclimatized",0,3383,216,3599,0.0496156533892383,0.0668819188191882,"Terrestrial",1476519,54.1010577453007,47.08762,-14.48923,"tmax, tmin","mixed","Clubiona","diversa","Susana","Sarah","Animalia","Arthropoda","Arachnida","Araneae","Clubionidae",0.5,"Pickard-Cambridge (1862) Zoologist 20: 7951-7968; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)","Body size is in mm","carnivore","http://www.jorgenlissner.dk/clubionidae.aspx","Non-migratory","spider","1-10","Blandenier, G. (2009). Ballooning of spiders (Araneae) in Switzerland: general results from an eleven-year survey. Arachnology, 14(7), 308-316. - ballooning, majority only a few hundred metres but some multiple km","walking","spider","Yes","no info - based on climate (Britain, north-western European grasslands)","","No","no info - based on climate","","non-highland specialist","Buchholz (2007) Acta Zoologica Bulgarica 59: 241-252",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,5.37527840768417,-0.693147180559945,54.1010577453007,10,0.939983328702417
"Clubiona_diversa_GBIF","Clubiona_diversa","GBIF","Te",1,3014,216,3229,0.0592718035563082,0.07080078125,"Terrestrial",1476519,54.1010577453007,41.4,-10.2,"tmax, tmin","mixed","Clubiona","diversa","Susana","Sarah","Animalia","Arthropoda","Arachnida","Araneae","Clubionidae",0.5,"Pickard-Cambridge (1862) Zoologist 20: 7951-7968; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)","Body size is in mm","carnivore","http://www.jorgenlissner.dk/clubionidae.aspx","Non-migratory","spider","1-10","Blandenier, G. (2009). Ballooning of spiders (Araneae) in Switzerland: general results from an eleven-year survey. Arachnology, 14(7), 308-316. - ballooning, majority only a few hundred metres but some multiple km","walking","spider","Yes","no info - based on climate (Britain, north-western European grasslands)","","No","no info - based on climate","","non-highland specialist","Buchholz (2007) Acta Zoologica Bulgarica 59: 241-252",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,5.37527840768417,-0.693147180559945,54.1010577453007,10,0.933415918240942
"Clubiona_trivialis_GBIF","Clubiona_trivialis","GBIF","acclimatized",1203,982,1447,1226,0.864661654135338,0.118023787740165,"Terrestrial",10420135,54.5491274584246,47.78762,-12.07253,"tmax, tmin","mixed","Clubiona","trivialis","Susana","Nikki","Animalia","Arthropoda","Arachnida","Araneae","Clubionidae",0.41,"Almquist (2006) Insect Systematics and Evolution, Supplement 63: 285-601; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)","mean female","carnivore","http://www.jorgenlissner.dk/clubionidae.aspx","Non-migratory","taxa","0-1","no info - genus does not often exhibit aerial dispersal (Frost, C. M. (2008). Effects of dispersal and local dynamics on spider diversity (Araneae) in an old field system (Doctoral dissertation, McGill University).)","walking","insect","No","no info - based on taxa","","No","no info - based on taxa","","non-highland specialist","Cherrett (1964) Journal of Animal Ecology 33: 27-48",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,"",NA,"terrestrial","Body size is total length in mm","Y",7.27724772663148,-0.891598119283784,54.5491274584246,1,0.800978792822186
"Clubiona_trivialis_GBIF","Clubiona_trivialis","GBIF","Te",1235,881,1447,1093,0.909090909090909,0.113936927772126,"Terrestrial",10420135,54.5491274584246,42.1,-7.4,"tmax, tmin","mixed","Clubiona","trivialis","Susana","Nikki","Animalia","Arthropoda","Arachnida","Araneae","Clubionidae",0.41,"Almquist (2006) Insect Systematics and Evolution, Supplement 63: 285-601; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)","mean female","carnivore","http://www.jorgenlissner.dk/clubionidae.aspx","Non-migratory","taxa","0-1","no info - genus does not often exhibit aerial dispersal (Frost, C. M. (2008). Effects of dispersal and local dynamics on spider diversity (Araneae) in an old field system (Doctoral dissertation, McGill University).)","walking","insect","No","no info - based on taxa","","No","no info - based on taxa","","non-highland specialist","Cherrett (1964) Journal of Animal Ecology 33: 27-48",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,"",NA,"terrestrial","Body size is total length in mm","Y",7.27724772663148,-0.891598119283784,54.5491274584246,1,0.806038426349497
"Coleonyx_brevis_IUCN","Coleonyx_brevis","IUCN","Te",60,36,69,45,0.357142857142857,0.129032258064516,"Terrestrial",569266,29.1094483615001,41.6,8.5,"tmax, tmin","ct","Coleonyx","brevis","Adam A","Sarah","Animalia","Chordata","Reptilia","Squamata","Eublepharidae",6.66,"Meiri 2008","max adult SVL","insectivore","http://www.jstor.org/stable/1563409","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Dial, B. E. (1978). The thermal ecology of two sympatric, nocturnal Coleonyx (Lacertilia: Gekkonidae). Herpetologica, 194-201.","no mention of hibernation/brumination, ""low temperatures in the winter and spring and late at night in the summer probably re-duce metabolic activity and efficiency considerably"", hide under flat rocks","No","no info - based on climate","","non-highland specialist","Based on range",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,4.23410650459726,1.8961194845523,29.1094483615001,1,0.8
"Coleonyx_variegatus_IUCN","Coleonyx_variegatus","IUCN","Te",38,278,76,316,0.122905027932961,0.116788321167883,"Terrestrial",580023,30.3067657375,43,7.6,"tmax, tmin","ct","Coleonyx","variegatus","Adam A","Sarah","Animalia","Chordata","Reptilia","Squamata","Eublepharidae",7.7,"Meiri 2008","max adult SVL","insectivore","http://www.jstor.org/stable/1442544","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","http://www.desertusa.com/reptiles/western-banded-gecko.html","","No","no info - based on climate","","non-highland specialist","Personal observation below 1000m",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,2000,"NatureServe Explorer",NA,"terrestrial",NA,NA,4.33073334028633,2.04122032885964,30.3067657375,1,0.879746835443038
"Cophosaurus_texanus_IUCN","Cophosaurus_texanus","IUCN","Te",113,29,146,62,0.678571428571429,0.411764705882353,"Terrestrial",1137047,29.1468355615,44.4,15.4,"tmax, tmin","ct","Cophosaurus","texanus","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",7.07,"Meiri 2008","max adult SVL","insectivore","Maury, M. E. (1995). Diet composition of the greater earless lizard (Cophosaurus texanus) in central Chihuahuan desert. Journal of Herpetology, 266-272.","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","ADW","hibernates","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,2100,"NatureServe Explorer",NA,"terrestrial",NA,NA,4.98360662170834,1.95586047990848,29.1468355615,1,0.467741935483871
"Cordylus_cordylus_IUCN","Cordylus_cordylus","IUCN","acclimatized",13,1800,35,1822,1,0.00552486187845304,"Terrestrial",234620,-32.207730151,45.06408,-0.739048,"tmax, tmin","ct","Cordylus","cordylus","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Cordylidae",9.8,"Meiri 2008","max adult SVL","insectivore","Wirminghaus, J. O. (1990). Observations on the behaviour of the Cape girdled lizard Cordylus cordylus (Reptilia: Cordylidae). Journal of Natural History, 24(6), 1617-1627.","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","no info - based on climate","","No","no info - based on climate","","non-highland specialist","Cooper, W. E., Van Wyk, J. H., & Mouton, P. L. F. (1999). Discrimination between self-produced pheromones and those produced by individuals of the same sex in the lizard Cordylus cordylus. Journal of Chemical Ecology, 25(1), 197-208.",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,3.55534806148941,2.28238238567653,32.207730151,1,0.987925356750823
"Cordylus_cordylus_IUCN","Cordylus_cordylus","IUCN","Te",31,1242,35,1246,1,0.00160771704180064,"Terrestrial",234620,-32.207730151,41.6,7.5,"tmax, tmin","ct","Cordylus","cordylus","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Cordylidae",9.8,"Meiri 2008","max adult SVL","insectivore","Wirminghaus, J. O. (1990). Observations on the behaviour of the Cape girdled lizard Cordylus cordylus (Reptilia: Cordylidae). Journal of Natural History, 24(6), 1617-1627.","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","no info - based on climate","","No","no info - based on climate","","non-highland specialist","Cooper, W. E., Van Wyk, J. H., & Mouton, P. L. F. (1999). Discrimination between self-produced pheromones and those produced by individuals of the same sex in the lizard Cordylus cordylus. Journal of Chemical Ecology, 25(1), 197-208.",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,3.55534806148941,2.28238238567653,32.207730151,1,0.996789727126806
"Cordylus_niger_IUCN","Cordylus_niger","IUCN","acclimatized",1,1777,1,1777,NA,NA,"Terrestrial",503,-33.6500683035,44.46408,-0.839048,"tmax, tmin","ct","Cordylus","niger","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Cordylidae",9.2,"Meiri 2008","max adult SVL","insectivore","Clusella-Trullas, S., & Botes, A. (2008). Faecal analysis suggests generalist diets in three species of Western Cape cordylids. African Zoology, 43(1), 125-130.","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","no info - based on climate","","No","no info - based on climate","","non-highland specialist","Clusella-Trullas, S., Wyk, J. H., & Spotila, J. R. (2009). Thermal benefits of melanism in cordylid lizards: a theoretical and field test. Ecology, 90(8), 2297-2312.",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,0,2.21920348405499,33.6500683035,1,1
"Cordylus_niger_IUCN","Cordylus_niger","IUCN","Te",1,1200,1,1200,NA,NA,"Terrestrial",503,-33.6500683035,41,7.4,"tmax, tmin","ct","Cordylus","niger","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Cordylidae",9.2,"Meiri 2008","max adult SVL","insectivore","Clusella-Trullas, S., & Botes, A. (2008). Faecal analysis suggests generalist diets in three species of Western Cape cordylids. African Zoology, 43(1), 125-130.","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","no info - based on climate","","No","no info - based on climate","","non-highland specialist","Clusella-Trullas, S., Wyk, J. H., & Spotila, J. R. (2009). Thermal benefits of melanism in cordylid lizards: a theoretical and field test. Ecology, 90(8), 2297-2312.",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,0,2.21920348405499,33.6500683035,1,1
